ID,Project Description,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Mining Date of Issue,Mining Date of Validity,Mining Lease Period,Mining Date of Expiry,Mining Lease Area,Mining Production Capacity,Mining Other Info,Mining Status of Approval,Mining Estimated Reserve Names,Mining Estimated Reserve FL,Mining Estimated Reserve NFL,Mining Proved Reserves,Mining Indicated Reserves,Mining Inferred Reserves,Mining Mineable Reserves,Mining Approved Life of Mine,Mining Approving Authority Name,Mining Life of Mine Other Info,Mining Type of Mining,Mining Method of Mining,Mining Type of Mining Other Info,Mining Blasting Other Info,Mining External Dumping Remarks,Mining Internal Dumping Remarks,Mining Topsoil Dumping Remarks,Mining Total Quarry Area,Mining Quarry Other Info,Mining Transportation Mode From Pithead,Mining Transportation Mode From Loading,Mining Transportation Mode Other Info,Mining Plantation Area,Mining Water Body,Mining Public Use,Mining Other Use,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Forest Clearance Present Owners,Village Code,KML URLs,Employment (Construction),Employment (Operational),proposal_url,District,Plot Number
7780771,Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision of 4G mobile services in uncovered villages of the country,New,FP/GA/OTHERS/439746/2023,2023-08-08T11:29:39.919+00:00,2025-06-06T06:07:36.406+00:00,Final Diversion Order Issued,0.02,30.0,MAHESH NAIR,,Forest clearance form,,,,GOI USOF BSNL 4G Saturation Project at Caranzol,GOA,Satari,KARANZOL,,,1/15,Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-08-10T10:51:29.242+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla",Panaji,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer Mobile,Panaji,32,,626820,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7777425&refType=caf&uuid=6f449290-8dbb-478a-b8cb-1218e5590355&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=7777425&refType=FC&uuid=f5370ac2-e64d-44c9-a407-0c8a69155583&version=1.0,70.0,70.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=7780771,North Goa,1/15
7833576,Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision of 4G mobile services in uncovered villages of the country,New,WL/GA/Others/439961/2023,2023-08-10T06:07:30.937+00:00,,,0.02,30.0,MAHESH NAIR,,Wildlife clearance form,,,,GOI USOF BSNL 4G Saturation Project at Caranzol,GOA,Satari,KARANZOL,,,1/15,Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-08-10T10:24:37.948+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626820,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7777425&refType=caf&uuid=6f449290-8dbb-478a-b8cb-1218e5590355&version=1.0,70.0,70.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=7833576,North Goa,1/15
7842753,"The proposal is for obtaining prior Environment Clearance for Basalt Quarry located at Survey No. 52/0 of of village Uguem, Taluka Sanguem South Goa District, over an area of 0.4 Ha.",New,SIA/GA/MIN/440001/2023,2023-08-10T09:16:09.404+00:00,2023-11-24T13:25:09.600+00:00,EC Granted,0.4,10.0,DEODITA STONE CRUSHERS,,Environment clearance form,TOR,B2,Mining of minerals,"Proposed Basalt Quarry bearing lease no. 06/Basalt/06 admeasuring area of 0.4Ha Located on Land Bearing Survey No. 52/0 of Village Uguem Of Sanguem Taluka South Goa, Goa",GOA,Sanguem,Uguem,118/3/2023-24/GSEIAA/Project-Prop,118/3/2023-24/GSEIAA/Project-Prop,Survey No. 52/0,Non - Linear,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,NA,YES,NO,NO,2023-08-16T12:42:54.352+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627003,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7839029&refType=caf&uuid=de79de14-a2ca-4a88-b70e-bf88b4537f8c&version=1.0,0.0,1200.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=7842753,South Goa,Survey No. 52/0
7956486,"Swapna Developers is proposing construction of Residential cum Commercial Complex on property bearing Chalta No. 21, 25, 41 and 51 of P.T Sheet No. 289 and Chalta No. 18 of P.T. Sheet No. 290 situated at Aquem- Baixo, Margao, South Goa, Goa with a total built up area of 35692.45 sqm (Existing constructed built-up area =13608.35 sqm and proposed built-up area = 22084.1 sqm) on a total plot area of 14905 sqm.",New,SIA/GA/INFRA2/440391/2023,2023-08-14T09:50:41.542+00:00,2024-10-25T12:53:05.023+00:00,EC Granted,1.4905,5500.0,SWAPNA DEVELOPERS,Excel Enviro Tech,Environment clearance form,TOR,B2,Building / Construction,"Proposed Construction of Residential cum Commercial Complex by M/s. Swapna Developers on property bearing Chalta No. 21, 25, 41 and 51 of P.T Sheet No. 289 and Chalta No. 18 of P.T. Sheet No. 290 situated at Aquem- Baixo, Margao, South Goa, Goa",GOA,Salcete,MADGAON,,SIA/GA/INFRA2/440391/2023,"Chalta No. 21, 25, 41 and 51 of P.T Sheet No. 289 and Chalta No. 18 of P.T. Sheet No. 290",Non - Linear,1.4905,0.0,1.4905,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,NA,NO,NO,NO,2024-07-02T06:25:05.172+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803249,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7955484&refType=caf&uuid=c27b0974-e4ff-45aa-bd01-211973ad0b99&version=1.0,10950.0,1825.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=7956486,South Goa,"Chalta No. 21, 25, 41 and 51 of P.T Sheet No. 289 and Chalta No. 18 of P.T. Sheet No. 290"
7998998,"Government of Goa, pursuant to the Mines and Minerals (Development and Regulation) Act, 1957 and its Rules thereunder and the Mineral (Auction) Rules, 2015, issued Notice Inviting Tender dated 25/01/2023 to commence the process for e-auction for grant of Mining Lease for Block V- Advalpale-Thivim Mineral Block. The e-auction process was conducted on 21/04/2023. Fomento Resources Private Limited was declared as ""Preferred Bidder"" upon conclusion of e-auction on 09/06/2023.

The Letter of Intent was issued on 12/07/2023, for the grant of Mining Lease for an area of 36.2202 Ha. The Mineral Block is located in Adwalpale village of Bicholim Taluka and Tivim village of Bardez Taluka, North Goa District, Goa.

The proposed production capacity of Iron Ore is 0.3 Million Tonnes Per Annum (MTPA). Mechanized opencast mining method will be adopted.",New,SIA/GA/MIN/440515/2023,2023-08-16T09:00:58.517+00:00,2023-11-15T10:21:49.343+00:00,TOR Granted,36.2202,5434.0,FOMENTO RESOURCES PRIVATE LIMITED,Mineral Engineering Services,Environment clearance form,TOR,B1,Mining of minerals,Block V - Advalpale - Thivim Mineral Block,GOA,Bardez,Tivim,152/3/2023-24/GSEIAA/Project-Prop,152/3/2023-24/GSEIAA/Project-Prop,86,Non - Linear,36.2202,0.0,36.2202,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-08-28T08:57:03.835+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626670,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7986929&refType=caf&uuid=19163b66-5c37-4286-97bb-4a4e5dd445e6&version=1.2,0.0,46135.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=7998998,North Goa,86
8148134,"The proposal is for obtaining prior Environment Clearance for Basalt Quarry located at Survey No. 252/1 (P) of Village Poinguinim of Canacona Taluka South Goa, Goa, over an area of 4.95Ha.",New,SIA/GA/MIN/441157/2023,2023-08-21T10:15:17.242+00:00,2023-11-24T13:28:13.280+00:00,EC Granted,4.95,10.0,VIJAY PAI KHOT,,Environment clearance form,TOR,B2,Mining of minerals,"Proposed Basalt Quarry of Lease Area 4.95 Ha Located on Land Bearing Survey No. 252/1 (P) of Village Poinguinim, Canacona Taluka South Goa, Goa",GOA,Canacona,POINGUNIN,150/3/2023-24/GSEIAA/Project-Prop,150/3/2023-24/GSEIAA/Project-Prop,Survey No. 252/1 (P),Non - Linear,4.95,0.0,4.95,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,NA,NO,NO,NO,2023-08-22T12:25:14.810+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627026,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=8147469&refType=caf&uuid=f8946f17-0310-4942-a184-d6e254eda717&version=1.0,0.0,10800.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=8148134,South Goa,Survey No. 252/1 (P)
8217673,"M/s. Pacifica Hotels India Private Limited is proposing construction of a hotel project 'Hyatt Regency' on plot bearing Survey No. 31/1-A-1 of Pilerne Village, Bardez Taluka, Goa with a total built-up area of 35706 sqm on a total plot area of 25000 sqm",New,SIA/GA/INFRA2/441429/2023,2023-08-23T06:19:33.224+00:00,2023-12-15T11:52:51.320+00:00,EC Granted,2.5,28000.0,PACIFICA HOTELS INDIA PRIVATE LIMITED,Excel Enviro Tech,Environment clearance form,TOR,B2,Building / Construction,"Hyatt Regency, Goa",GOA,Bardez,PILERN,151/3/2023-24/GSEIAA/Project-Prop,151/3/2023-24/GSEIAA/Project-Prop,31/1-A-1,Non - Linear,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-08-23T11:38:54.862+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626700,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=8217094&refType=caf&uuid=2acf3dde-cd72-4e4c-a41e-2651c436c974&version=1.0,100.0,164980.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=8217673,North Goa,31/1-A-1
8853713,"The proposal is for obtaining prior environmental clearance for Basalt Quarry bearing lease no. 03/Basalt/18 located at Survey No. 72/1 B of Village Santona Of Sanguem Taluka South Goa, Goa, over an area of 1.5225Ha.",New,SIA/GA/MIN/442457/2023,2023-08-30T10:16:59.181+00:00,2023-12-15T11:37:12.803+00:00,EC Granted,1.5225,10.0,MARIANO ROSARIO,,Environment clearance form,TOR,B2,Mining of minerals,"Proposed Basalt Quarry bearing lease no. 04/Basalt/90 & 03/Basalt/07 (renewed & amalgamated on 10/10/ 2018 to lease no. 03/Basalt/18) of Lease Area 1.5225 Ha Located on Land Bearing Survey No. 72/1-B of Village Santona Of Sanguem Taluka South Goa, Goa",GOA,Sanguem,SANTONA,153/3/2023-24/GSEIAA/Project-Prop,153/3/2023-24/GSEIAA/Project-Prop,Survey No. 72/1-B,Non - Linear,1.5225,0.0,1.5225,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,NA,YES,NO,NO,2023-09-01T11:00:55.532+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626987,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=8852915&refType=caf&uuid=6c6cb186-6de4-4666-a4e9-ec90d8a138aa&version=1.0,0.0,9600.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=8853713,South Goa,Survey No. 72/1-B
8870282,"M/s. Raj Housing Development Pvt. Ltd. is  constructing a residential project  ""Raj Enclave"" located in P.T. Sheet No.8 of Chalta No. 01 in Mapusa Municipal Council area of Bardez Taluka on North Goa, Goa with a Total Plot Area of 19,052 sqm and Total Built-up Area of 30,252.35 sqm (Existing constructed built-up area= 16875.77 sqm and Proposed built-up area = 13,376.58 sqm )",New,SIA/GA/INFRA2/442508/2023,2023-08-31T06:03:07.448+00:00,2023-12-15T11:47:18.757+00:00,EC Granted,1.9052,6050.377,RAJ HOUSING DEVELOPMENT PVT LTD,Excel Enviro Tech,Environment clearance form,TOR,B2,Building / Construction,"Proposed construction of a residential project ""Raj Enclave"" located in P.T. Sheet No.8 of Chalta No. 01 in Mapusa Municipal Council area of Bardez Taluka , North Goa, Goa",GOA,Bardez,MAPUCA,155/3/2023-24/GSEIAA/Project-Prop,155/3/2023-24/GSEIAA/Project-Prop,P.T. Sheet No.8 of Chalta No. 01,Non - Linear,1.9052,0.0,1.9052,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-11T08:38:49.948+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803242,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=8869108&refType=caf&uuid=f3671dbd-3e35-413e-a566-be8f6ddc21c2&version=1.0,90.0,2190.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=8870282,North Goa,P.T. Sheet No.8 of Chalta No. 01
8886191,"Block 1-Bicholim Mineral Block over an extent of 478.5206 Ha located in Bicholim, Bordem, Lamgao, Mulgoa, Mayem & Sirigao Villages of Bicholim Taluka of North Goa District, Goa. Production capacity is 3.0 MTPA of Iron Ore and Open cast mining with ‘A’ category mine",New,IA/GA/MIN/442593/2023,2023-08-31T12:55:47.849+00:00,2024-01-23T11:57:41.431+00:00,EC Granted,478.5206,25000.0,VEDANTA LIMITED,,Environment clearance form,EC,A,,Block 1- Bicholim Mineral Block for Iron Ore,GOA,Bicholim,MULGAON,IA-J-11015/3/2023-IA-II(NCM),,"33,34,35,48,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,86,88,89,90,91,92,93,94,95,96,101,102,103,104,109,110,111,112,113,114,115,116,117,118, 124",Non - Linear,478.5206,0.0,478.5206,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,YES,NO,2023-09-01T06:59:27.703+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=3995076&refType=caf&uuid=e73d4481-97c2-41dc-ac67-c2d1766c0314&version=1.2,0.0,229220.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=8886191,North Goa,"33,34,35,48,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,86,88,89,90,91,92,93,94,95,96,101,102,103,104,109,110,111,112,113,114,115,116,117,118, 124"
8989053,"The proposal is for obtaining prior Environment Clearance for Basalt Quarry bearing lease no.03/Basalt/87 located at Survey No. 213/1 (P) of Village Morombi-o-Grande Of Tiswadi Taluka North Goa, Goa, over an area of 4 Ha.",New,SIA/GA/MIN/443017/2023,2023-09-04T11:22:26.084+00:00,2023-11-24T13:52:56.233+00:00,EC Granted,4.0,10.0,BUILDWELL CORPORATION,,Environment clearance form,TOR,B2,Mining of minerals,"Proposed Basalt Quarry of bearing lease no. 03/Basalt/87 having Lease Area of  4 Ha Located on Land Bearing Survey No. 213/1 (P)of Village Morombi-o-Grande Of Tiswadi Taluka North Goa, Goa",GOA,Tiswadi,Morambi-O-Grande (Merces) (OG),154/3/2023-24/GSEIAA/Project-Prop,154/3/2023-24/GSEIAA/Project-Prop,Survey No. 213/1 (P),Non - Linear,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,NA,YES,NO,NO,2023-09-05T12:25:11.923+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626737,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=8987603&refType=caf&uuid=ec9a7a56-5bac-4c12-8c52-442fcc3631f1&version=1.0,0.0,12000.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=8989053,North Goa,Survey No. 213/1 (P)
9068297,"Proposed project involves development of AHOY marina facility for crafts, small boats and yachts in Zuari estuary in Goa by Mormugao Port Trust. The marina will have 239 berths. Total project area is 15 Ha. Total project cost is 350 Cr.",New,IA/GA/INFRA1/443359/2023,2023-09-06T11:44:00.319+00:00,,Proposal returned in present form,15.0,35000.0,KARGWAL CONSTRUCTIONS PRIVATE LIMITED,Building Environment (India) Pvt. Ltd.,Environment clearance form,TOR,A,"Ports, harbors, breakwaters, dredging","Proposed development of AHOY Marina facility for crafts, small boats and yachts by Mormugao Port Trust, Goa.",GOA,Tiswadi,BAMBOLI,10/65/2023-IA.III,,,Non - Linear,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,The proposed project site is hydrodynamically suitable for Marina development.,NO,NO,NO,2023-09-15T12:18:38.985+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626733,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=8812085&refType=caf&uuid=dda2577d-3192-432e-baa8-f8b412303ebd&version=1.0,39300.0,39080.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9068297,North Goa,
9074965,"Development of Eco-Camps at Collem, South Goa",New,WL/GA/Others/443396/2023,2023-09-06T13:56:48.210+00:00,,,2.096,250.0,GOA FOREST DEVELOPMENT CORPORATION LIMITED,,Wildlife clearance form,,,,"Development of Eco-Camps at Collem, South Goa",GOA,Dharbandora,KOLEM,,,38,Non - Linear,0.0,2.096,2.096,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-06T14:17:19.554+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626977,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9074797&refType=caf&uuid=43dcb681-ff91-4ba2-8a6a-e459e0f48bdc&version=1.0,3670.0,3670.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9074965,South Goa,38
9076034,"Development of Eco-Camps at Surla, North Goa",New,WL/GA/Others/443399/2023,2023-09-06T14:35:03.972+00:00,,,0.666,572.0,GOA FOREST DEVELOPMENT CORPORATION LIMITED,,Wildlife clearance form,,,,"Development of Eco-Camps at Surla, North Goa",GOA,Satari,SURLA,,,21,Non - Linear,0.0,0.666,0.666,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-06T14:51:35.395+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626777,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9075975&refType=caf&uuid=52970781-15fd-4226-a4a6-b27e762420d5&version=1.0,3675.0,3665.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9076034,North Goa,21
10811184,"Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision
 of 4G mobile services in uncovered villages of the country.",New,FP/GA/OTHERS/444837/2023,2023-09-18T10:24:54.611+00:00,2025-06-06T06:03:21.883+00:00,Final Diversion Order Issued,0.02,30.0,MAHESH NAIR,,Forest clearance form,,,,"GOI USOF BSNL 4G Saturation Project at village Xelopo-Buzruco, North Goa",GOA,Satari,SALPI BUDRUK,,,Sy.No. 1/3 (Part),Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-18T11:52:04.244+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla",Panaji,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer BSS TLA,Panaji,32,,626794,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=10809715&refType=caf&uuid=a7958a51-ab21-4069-9eb7-7253f1576ffe&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=10809715&refType=FC&uuid=ea740f3d-70de-4f9e-8511-b3ae2b0b4123&version=1.0,70.0,70.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=10811184,North Goa,Sy.No. 1/3 (Part)
10811929,"Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision
 of 4G mobile services in uncovered villages of the country.",New,WL/GA/Others/444839/2023,2023-09-18T10:39:45.718+00:00,,,0.02,30.0,MAHESH NAIR,,Wildlife clearance form,,,,"GOI USOF BSNL 4G Saturation Project at village Xelopo-Buzruco, North Goa",GOA,Satari,SALPI BUDRUK,,,Sy.No. 1/3 (Part),Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-18T11:25:41.875+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626794,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=10809715&refType=caf&uuid=a7958a51-ab21-4069-9eb7-7253f1576ffe&version=1.0,70.0,70.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=10811929,North Goa,Sy.No. 1/3 (Part)
11303447,"Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision
 of 4G mobile services in uncovered villages of the country",New,WL/GA/Others/445050/2023,2023-09-20T06:27:42.860+00:00,,,0.02,30.0,MAHESH NAIR,,Wildlife clearance form,,,,"GOI USOF BSNL 4G Saturation Project at Sigonem, North Goa",GOA,Satari,Sigonem,,,Sy.No. 17/3 (Part),Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-20T10:20:51.319+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626795,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=10798423&refType=caf&uuid=959c6d92-5029-49a7-9754-1459ef5456d9&version=1.0,70.0,70.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=11303447,North Goa,Sy.No. 17/3 (Part)
11318282,"Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision
 of 4G mobile services in uncovered villages of the country",New,FP/GA/OTHERS/445108/2023,2023-09-20T10:30:11.762+00:00,2025-06-06T06:04:37.959+00:00,Final Diversion Order Issued,0.02,30.0,MAHESH NAIR,,Forest clearance form,,,,"GOI USOF BSNL 4G Saturation Project at Sigonem, North Goa",GOA,Satari,Sigonem,,,Sy.No. 17/3 (Part),Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-20T11:02:59.862+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla",Panaji,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer Mobile,Panaji,32,,626795,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=10798423&refType=caf&uuid=959c6d92-5029-49a7-9754-1459ef5456d9&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=10798423&refType=FC&uuid=eeabee3f-186b-4bc8-aaca-3d28eb73f9d0&version=1.0,70.0,70.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=11318282,North Goa,Sy.No. 17/3 (Part)
11328309,Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision of 4G mobile services in uncovered villages of the country,New,WL/GA/Others/445142/2023,2023-09-20T13:38:21.849+00:00,,,0.02,30.0,MAHESH NAIR,,Wildlife clearance form,,,,GOI USOF BSNL 4G Saturation Project at village Bandirwada,GOA,Satari,Caranzol,,,Sy.No. 42/0,Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-20T14:10:54.895+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626820,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6495596&refType=caf&uuid=a0fa2747-d777-495c-83df-56f5c670a258&version=1.0,70.0,70.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=11328309,North Goa,Sy.No. 42/0
12036011,"Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision
of 4G mobile services in uncovered villages of the country",New,WL/GA/Others/445602/2023,2023-09-23T17:46:50.984+00:00,,,0.02,30.0,MAHESH NAIR,,Wildlife clearance form,,,,"GOI USOF BSNL 4G Saturation Project at village Dabem, North Goa",GOA,Satari,Dabem,,,Sy.No. 33/1,Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-23T18:09:05.987+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626789,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=12035006&refType=caf&uuid=3d86893f-56f2-408e-aa6b-726ef1f91931&version=1.0,70.0,70.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=12036011,North Goa,Sy.No. 33/1
12036274,"Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision
of 4G mobile services in uncovered villages of the country",New,FP/GA/OTHERS/445604/2023,2023-09-23T18:27:44.370+00:00,2025-06-06T11:15:25.460+00:00,Final Diversion Order Issued,0.02,30.0,MAHESH NAIR,,Forest clearance form,,,,"GOI USOF BSNL 4G Saturation Project at village Dabem, North Goa",GOA,Satari,Dabem,,,Sy.No. 33/1,Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-25T07:17:12.312+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla",Panaji,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)","Divisional Engineer Mobile, Goa",Panaji,32,,626789,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=12035006&refType=caf&uuid=3d86893f-56f2-408e-aa6b-726ef1f91931&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=12035006&refType=FC&uuid=e4499237-5872-4f6b-b8b1-053ae6c0be43&version=1.0,70.0,70.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=12036274,North Goa,Sy.No. 33/1
